Out of Service Date,Common Name,Outage,Equipment Description,Executive Comment,Outage Code,Status,External Source Note,Reason Shown to Public,Reason Shown to Public Description,Estimated Return to Service Date,Actual Return to Service Date,Reference,Source,Service Code,Date Created,Status Code,Outage Comments,Station MRN
2023-11-14 08:35:00,EL365,943105,ELE: EL365 - 894 - LINDEN SHOP - FREIGHT ELEVATOR,This elevator is out of service for preventive maintenance,INS,Closed,,INSPECTION,Inspection,2023-11-14 15:00:00,2023-11-14 12:30:00,,Phone,EE-MANOUT,2023-11-14 08:43:00,CL,"EEM Singh,Manwah arrived at elevator 365 at 0830 hrs to perform a category 1 inspection. OOS @0835 AM WO#8021623 (EAM) E&EM Singh: El 365 passed category 1 inspection.RTS at 1230 hrs . ",894
2023-11-14 09:00:00,EL153,943116,ELE: EL153 - 918 - 207TH STREET YARD - FREIGHT ELEVATOR,This elevator is out of service for preventive maintenance,PM,Closed,,PLANNEDWORK,Planned Work,2023-11-14 15:00:00,2023-11-14 12:45:00,,Phone,EE-MANOUT,2023-11-14 09:04:00,CL,"WO # 8275429
E&EM Connell and D'Oyley arrived at 8:05. OOS @ 09:00  for Bi-Monthly PM.
 E&EM Connell and D'Oyley completed Bi-Monthly PM. RTS @12:45 ",918
2023-11-15 00:35:00,EL360,943662,ELE: EL360 - 912 - CONEY ISLAND YARD - PASSENGER ELEVATOR,This Elevator is out of service for Inspection ,INS,Closed,,INSPECTION,Inspection,2023-11-15 07:00:00,2023-11-15 04:00:00,,Phone,EE-MANOUT,2023-11-15 00:36:00,CL,E&EMs Mcalarney / Hill / Vicente / Mendez on site at el360 at 00:30. Here for CAT 1 and 5 inspection. OOS 0035. Third party inspector Camacho on site WO #8276104 Machine passed inspection RTS @0400HRS ,912
2023-11-15 07:40:00,EL366,943823,ELE: EL366 - 961 - PS 248 - PARKING LOT TO 4TH FLOOR,This elevator is out of service for CAT1 Inspection,INS,Closed,,INSPECTION,Inspection,2023-11-15 16:00:00,2023-11-15 12:00:00,,Phone,EE-MANOUT,2023-11-15 07:42:00,CL,"E&EMs Singh,Manwah arrived at elevator 366 at 0730 hrs. to perform category 1 inspection. Taking out elevator 366 at 0740 hrs. WO #8276105 E&EMs Singh/Manwah completed category 1 inspection. Elevator passed inspection.RTS @1200 hrs ",961
2023-11-15 10:50:00,EL153,943906,ELE: EL153 - 918 - 207TH STREET YARD - FREIGHT ELEVATOR,This elevator is out of service for A&P for contractors(VHP)to access pit.,APC,Closed,,PLANNEDWORK,Planned Work,2023-11-15 19:00:00,2023-11-15 12:30:00,,Phone,EE-MANOUT,2023-11-15 10:50:00,CL,,918
2023-11-15 23:40:00,EL459,944191,"ELE: EL459 - 904 - CORONA YARD - S, LM, AND UM",This elevator is out of service for Bi-Monthly PM,PM,Closed,,MAINTENANCE,Maintenance,2023-11-16 07:00:00,2023-11-16 05:00:00,,Phone,EE-MANOUT,2023-11-15 23:40:00,CL,"E&EM Mohammed and E&EH Cayemitte arrived at 23.30hrs, here for bi-monthly pm. WO#8275427 Completed pm, test run machine, monitor operation, RTS @ 05.00hrs. ",904
2023-11-16 00:35:00,EL356,944271,ELE: EL356 - 912 - CONEY ISLAND YARD - PASSENGER ELEVATOR,This Elevator is out for Cat 5 and Cat 1 inspection. ,INS,Closed,,INSPECTION,Inspection,2023-11-16 09:00:00,2023-11-16 04:00:00,,Phone,EE-MANOUT,2023-11-16 00:36:00,CL,E&EMs Daly / Mcalarney/ Vicente / Méndez on site at el356 at 0030. Here for CAT 1 and 5 inspection. Third party inspector Camacho on site. OOS 0035. WO#8021622 Completed CAT 1 and 5 inspection. Passed inspection. Test ran BIS 0400 ,912
2023-11-16 07:40:00,EL174,944455,ELE: EL174 - 909 - WESTCHESTER YARD - PASSENGER ELEVATOR,,INS,Closed,,INSPECTION,Inspection,2023-11-16 15:00:00,2023-11-16 12:17:00,,Phone,EE-MANOUT,2023-11-16 07:49:00,CL,"EEM Singh, Manwah arrived at elevator 174 at 0730 hrs to perform a category 1 inspection.
Third party witness Raymond Camacho is present on site.Taking out elevator at 0740 hrs.
WO#8276103 Completed category 1nspection. Elevator passed.The follow defects were found,the pit switch is not activating,found wrong switch was installed,need a replacement pull to stop switch.Found door clutch hitting the sill when in operation.Fire extinguisher needs to be updated.Zone 1 personnel are on site to correct defects. Spoke to E&EM Gonzalez zone 1 is not working on defects at this time. Will notify Supt. Zubashko Stop switch type needs to change. BIS. ",909
2023-11-16 07:54:00,EL165,944459,ELE: EL165 - 902 - 239TH STREET YARD - FREIGHT ELEVATOR,This elevator outage reported by MS 1 Howles #413000,BRP,Closed,,UNDERINVESTG,Under Investigation,2023-11-16 16:00:00,2023-11-16 12:05:00,,Phone,EE-MANOUT,2023-11-16 07:57:00,CL,,902
2023-11-16 08:07:00,EL153,944467,ELE: EL153 - 918 - 207TH STREET YARD - FREIGHT ELEVATOR,This elevator is out of service A&P for VHB Contractor to test for Asbestos,APC,Closed,,PLANNEDWORK,Planned Work,2023-11-16 15:00:00,2023-11-16 13:30:00,,Phone,EE-MANOUT,2023-11-16 08:07:00,CL,,918
2023-11-16 09:00:00,EL355,944483,ELE: EL355 - 912 - CONEY ISLAND YARD - FREIGHT ELEVATOR,This elevator is out of service to continue fixing leveling issue,MRP,Closed,,PLANNEDWORK,Planned Work,2023-11-16 15:00:00,2023-11-16 12:00:00,,Phone,EE-MANOUT,2023-11-16 09:02:00,CL,,912
2023-11-16 18:23:00,EL174,944638,ELE: EL174 - 909 - WESTCHESTER YARD - PASSENGER ELEVATOR,This Elevator is out of service to Replace in car stop switch and adjust door clutch,MRP,Closed,,PLANNEDWORK,Planned Work,2023-11-17 03:00:00,2023-11-16 19:30:00,,Phone,EE-MANOUT,2023-11-16 18:23:00,CL,"Wo#8458377
E&EM Lyons and TEA Wandaogo arrived at @1750

E&EM Lyons and TEA Wandaogo Taking machine out of service to install new stop switch and adjust clutch. Out of service at 18:23 Properly adjusted clutch, test ran elevator on each levels multiple times and there's no scraping sound. In car station stop switch couldn't be replace because it is compatible, notified MS1 Allen about it. Test ran elevator BIS 1930 ",909
2023-11-17 00:35:00,EL355,944733,ELE: EL355 - 912 - CONEY ISLAND YARD - FREIGHT ELEVATOR,ASME Hydraulic Inspection – Category 5 + Category 1,INS,Closed,,INSPECTION,Inspection,2023-11-17 08:00:00,2023-11-17 04:00:00,,Phone,EE-MANOUT,2023-11-17 00:37:00,CL,"WO7751767    EAM OUT944733
11/17/23 0035hrs {Jackson,R}E&EMs Daly / McAlarney / Vicente / Mendez taking unit OOS for CAT 1 & 5  Inspection Third Party inspector Camacho on site.  Completed CAT1 and CAT5 inspection. Machine failed inspection due to the governor releasing carrier test failed. The safety clamp linkage bolt snapped under car while testing. Pulled main line, LOTO, LOOS due to failed inspection Notified MS1 DeMarco. Signs posted for 11/19/23. Closing this outage @0400HRS to open IRP outage @0401HRS. ",912
2023-11-17 04:01:00,EL355,944796,ELE: EL355 - 912 - CONEY ISLAND YARD - FREIGHT ELEVATOR,This Elevator is out of service for Repair after failing inspection. ,LTR,Closed,,REPAIR,Repair,2023-11-30 23:00:00,2023-11-30 12:30:00,,Phone,EE-MANOUT,2023-11-17 04:05:00,CL,,912
2023-11-17 08:10:00,EL173,944840,ELE: EL173 - 905 - EAST 180 ST / INSP SHOP - 3 LANDINGS,This unit was removed from service by E&E personnel to perform inspection.,INS,Closed,,INSPECTION,Inspection,2023-11-17 15:00:00,2023-11-17 12:05:00,,Phone,EE-MANOUT,2023-11-17 08:18:00,CL,"WO7502251: E&EMs Singh & Manwah arrived at elevator 173 at 0800 hrs. to perform category 1 inspection OOS @0810 hrs. (EAM) E&EM Singh, Manwah completed category 1 inspection. Elevator passed inspection. RTS at 1205 hrs. The following defects were found, light bulbs in motor room area needs to be replaced. Fire extinguisher needs to be updated. ",905
2023-11-17 23:20:00,EL174,945042,ELE: EL174 - 909 - WESTCHESTER YARD - PASSENGER ELEVATOR,This Elevator is out of service for Entrapment Investigation,ENT,Closed,,REPAIR,Repair,2023-11-18 07:00:00,2023-11-18 04:10:00,,Phone,EE-MANOUT,2023-11-17 23:26:00,CL,,909
2023-11-21 07:35:00,EL365,946259,ELE: EL365 - 894 - LINDEN SHOP - FREIGHT ELEVATOR,This elevator is out of service for preventive maintenance,PM,Closed,,MAINTENANCE,Maintenance,2023-11-21 16:00:00,2023-11-21 11:45:00,,Phone,EE-MANOUT,2023-11-21 07:38:00,CL,"E&EM Grabovsky, E&EM Lyakhovetskiy, and TEA Padilla arrived at EL365 at 0730 for Bimonthly PM and taking out of service at 0735.  WO #8275420 Bimonthly PM completed. B.I.S. at 11.45. ",894
2023-11-21 08:00:00,EL153,946345,ELE: EL153 - 918 - 207TH STREET YARD - FREIGHT ELEVATOR,This elevator is out of service for preventive maintenance,PM,Closed,,MAINTENANCE,Maintenance,2023-11-21 15:00:00,2023-11-21 12:45:00,,Phone,EE-MANOUT,2023-11-21 10:08:00,CL,"WO 8275429
E&EM Connell and D'Oyley TEA Bouman report OOS @ 08:00 for Bi-Monthly PM. PM completed RTS 12:45 ",918
2023-11-22 23:28:00,EL451,946930,ELE: EL451 - 921 - JAMAICA YARD - FREIGHT ELEVATOR,This elevator is out of service for Bi-Monthly PM,PM,Closed,,MAINTENANCE,Maintenance,2023-11-23 08:00:00,2023-11-23 04:30:00,,Phone,EE-MANOUT,2023-11-22 23:28:00,CL,"E&EM Rowe and E&EH Cayemitte arrived @2315 WO#8275423 Pm completed
Rts 04:30 ",921
2023-11-24 07:45:00,EL163,947255,ELE: EL163 - 906 - JEROME YARD - FREIGHT ELEVATOR,This elevator is out of service for preventive maintenance,PM,Closed,,MAINTENANCE,Maintenance,2023-11-24 16:00:00,2023-11-24 12:00:00,,Phone,EE-MANOUT,2023-11-24 07:47:00,CL,E&EM D'Oyley and E&EH Crawford arrived EL163 @0735 for  Bimonthly PM. OOS @0745.  WO#8275407 E&EM D'Oyley and E&EH Crawford completed Bimonthly PM. RTS @12:00 ,906
2023-11-25 23:31:00,EL459,947515,"ELE: EL459 - 904 - CORONA YARD - S, LM, AND UM",This elevator is out of service for Nonconformities,MRP,Closed,,PLANNEDWORK,Planned Work,2023-11-26 08:00:00,2023-11-26 04:00:00,,Phone,EE-MANOUT,2023-11-25 23:31:00,CL,,904
2023-11-27 08:35:00,EL162,947829,ELE: EL162 - 905 - EAST 180 ST / INSP SHOP - FREIGHT ELEVATOR,This elevator is out of service for preventive maintenance,PM,Closed,,MAINTENANCE,Maintenance,2023-11-27 15:00:00,2023-11-27 12:05:00,,Phone,EE-MANOUT,2023-11-27 08:40:00,CL,"WO # 8275406
E&EM Encarnacion, E&EH Mata TEAs Lopez and Nunez arrived at EL162 for bimonthly maintenance at 8:00am. Out of service 8:35.
 Completed bimonthly maintenance. Test ran. Return to service 12:05pm. ",905
2023-11-27 09:40:00,EL164,947845,ELE: EL164 - 909 - WESTCHESTER YARD - PELHAM INSPECTION BARN-PASSENGER ELEVATOR,This elevator is out of service for preventive maintenance,PM,Closed,,MAINTENANCE,Maintenance,2023-11-27 18:00:00,2023-11-27 11:30:00,,Phone,EE-MANOUT,2023-11-27 09:41:00,CL,E&EMs Connell/Patterson and TEA Boamah arrived @08:10hrs. and taking unit OOS @09:40hrs. for bimonthly PM. WO#8505894 E&EMs Connell/Patterson and TEA Boamah completed bimonthly PM.  RTS @11:30 ,909
2023-11-28 00:35:00,EL165,948117,ELE: EL165 - 902 - 239TH STREET YARD - FREIGHT ELEVATOR,This elevator is out for category-1 inspection,INS,Closed,,INSPECTION,Inspection,2023-11-28 07:00:00,2023-11-28 04:00:00,,Phone,EE-MANOUT,2023-11-28 00:40:00,CL,E&EMs Daly / Mendez / Hill on site at el165 at 00:30. Here for CAT 1 and 5 inspection. Third party inspector Camacho on site OOS @ 00:35. WO# 8021621 Completed CAT 1 and 5 inspection. Machine passed inspection. Test ran BIS @ 0400 ,902
2023-11-28 08:15:00,EL163,948230,ELE: EL163 - 906 - JEROME YARD - FREIGHT ELEVATOR,This elevator is out of service to replace door operator stop roller,MRP,Closed,,PLANNEDWORK,Planned Work,2023-11-28 17:00:00,2023-11-28 08:50:00,,Phone,EE-MANOUT,2023-11-28 08:17:00,CL,,906
2023-11-29 09:00:00,EL458,948615,ELE: EL458 - 965 - FREIGHT ELEVATOR AT WOODSIDE EMD,This elevator is out of service for winter check.   ,MRP,Closed,,PLANNEDWORK,Planned Work,2023-11-29 17:00:00,2023-11-29 10:35:00,,Phone,EE-MANOUT,2023-11-29 09:05:00,CL,"E&EM Singh, E&EM Abraham and E&EH Habib arrived at 0850 hrs. Taking unit OOS at 0900 hrs for winter check. WO #8020759 E&EH Habib report:  Compared winter check. Test run monitored and RTS at 1035 hrs ",965
2023-11-30 01:05:00,EL400,948911,ELE: EL400 - 904 - CORONA YARD - SIGNAL TOWER,This elevator is out to check on defects.,PM,Closed,,MAINTENANCE,Maintenance,2023-11-30 07:00:00,2023-11-30 04:40:00,,Phone,EE-MANOUT,2023-11-30 01:15:00,CL,E&EM Hoyte and E&EH Foday arrived at EL 400 to check/verify NCFs. Machine out of service at 01:05AM. WO# 8165229 E&EM Hoyte and E&EH Foday completed check/verify NCFs on EL400. Machine back in service at 04:40AM. ,904
2023-11-30 07:38:00,EL352,948970,ELE: EL352 - 704 - ENY DEPOT - FREIGHT ELEVATOR,This elevator is out of service for regrooving sheave.,MRP,Closed,,REPAIR,Repair,2023-11-30 22:00:00,2023-11-30 14:50:00,,Phone,EE-MANOUT,2023-11-30 07:40:00,CL,Slade Tech Carillo/Curry/Carvajal/Khan take this unit OOS for regrooving sheave. No work order provided at this time. WO#8542385 ,704
2023-12-01 07:50:00,EL352,949394,ELE: EL352 - 704 - ENY DEPOT - FREIGHT ELEVATOR,This elevator is out of service to repair light fixtures in the motor room,MRP,Closed,,PLANNEDWORK,Planned Work,2023-12-01 16:00:00,2023-12-01 11:30:00,,Phone,EE-MANOUT,2023-12-01 07:56:00,CL,,704
2023-12-01 08:45:00,EL252,949408,ELE: EL252 - 957 - 333 W53 St - PASSENGER ELEVATOR,MS2 Arteni #024239 reported this elevator out of service.,BRP,Closed,,UNDERINVESTG,Under Investigation,2023-12-01 17:00:00,2023-12-01 13:05:00,,Phone,EE-MANOUT,2023-12-01 08:45:00,CL,,957
2023-12-01 09:33:00,EL153,949419,ELE: EL153 - 918 - 207TH STREET YARD - FREIGHT ELEVATOR,This unit was removed from service by E&E personnel to provide A&P for Contractors.,APC,Closed,,PLANNEDWORK,Planned Work,2023-12-01 15:00:00,2023-12-01 10:00:00,,Phone,EE-MANOUT,2023-12-01 09:40:00,CL,,918
2023-12-01 15:00:00,EL252,949486,ELE: EL252 - 957 - 333 W53 St - PASSENGER ELEVATOR,This elevator reported OOS by MSII Arteni 024239,BRP,Closed,,UNDERINVESTG,Under Investigation,2023-12-03 22:00:00,2023-12-02 10:30:00,,Phone,EE-MANOUT,2023-12-01 15:00:00,CL,Next available will respond  ,957
2023-12-02 00:20:00,EL355,949616,ELE: EL355 - 912 - CONEY ISLAND YARD - FREIGHT ELEVATOR,This elevator is out of service for ASME Reinspection,INS,Closed,,INSPECTION,Inspection,2023-12-02 08:00:00,2023-12-02 04:00:00,,Phone,EE-MANOUT,2023-12-02 00:26:00,CL,E&M Hill/ Walsh/ Vicente/ Mendez arrived @0015. Here for reinspection on Cat 5. Third party inspector Camacho on site. Machine OOS @0020. WO#8488398 Completed reinspection. Machine passed reinspection. Test ran monitored operation BIS@0400. ,912
2023-12-02 05:52:00,EL151,949681,ELE: EL151 - 918 - 207TH STREET YARD - FREIGHT ELEVATOR,This elevator is out of service for Bimonthly PM,PM,Closed,,MAINTENANCE,Maintenance,2023-12-02 14:00:00,2023-12-02 13:00:00,,Phone,EE-MANOUT,2023-12-02 05:52:00,CL,"E&EM Ricart TEA Gonzalez, Ramirez arrived at 0540 WO#8505912 (EAM) E&EM Ricart: Completed bi monthly pm. Test ran monitor BIS at 1300 ",918
2023-12-02 07:15:00,EL355,949687,ELE: EL355 - 912 - CONEY ISLAND YARD - FREIGHT ELEVATOR,This elevator outage reported by MS1 Morgenshtein #622011,BRP,Closed,,REPAIR,Repair,2023-12-02 23:00:00,2023-12-02 19:00:00,,Phone,EE-MANOUT,2023-12-02 07:17:00,CL,,912
2023-12-02 14:14:00,EL251,949732,ELE: EL251 - 958 - 126 W53 St - PASSENGER ELEVATOR,This Elevator is out service reported by SS Canetta #676024,BRP,Closed,,REPAIR,Repair,2023-12-02 23:00:00,2023-12-02 15:15:00,,Phone,EE-MANOUT,2023-12-02 14:14:00,CL,,958
2023-12-02 14:53:00,EL350,949737,ELE: EL350 - 913 - EAST NEW YORK YARD - PASSENGER ELEVATOR, This elevator is out of service as per MS1 Anson Wellington#948015,BRP,Closed,,REPAIR,Repair,2023-12-06 23:00:00,2023-12-05 18:00:00,,Phone,EE-MANOUT,2023-12-02 14:53:00,CL,,913
2023-12-04 07:10:00,EL360,950102,ELE: EL360 - 912 - CONEY ISLAND YARD - PASSENGER ELEVATOR,This elevator is out of service for preventive maintenance,PM,Closed,,MAINTENANCE,Maintenance,2023-12-04 16:00:00,2023-12-04 12:15:00,,Phone,EE-MANOUT,2023-12-04 07:13:00,CL,E&EM Grabovsky and TEA Padilla arrived at escalator 360 at 7.00 for Bimonthly PM.Taking out of service at 7.10. WO #8505898 Bi-Monthly PM completed. B.I.S. 12:15. ,912
2023-12-04 08:13:00,EL252,950117,ELE: EL252 - 957 - 333 W53 St - PASSENGER ELEVATOR,This elevator is out of service as reported by MS2 Arteni # 024239,BRP,Closed,,REPAIR,Repair,2023-12-04 17:00:00,2023-12-04 10:45:00,,Phone,EE-MANOUT,2023-12-04 08:13:00,CL,,957
2023-12-04 08:45:00,EL173,950126,ELE: EL173 - 905 - EAST 180 ST / INSP SHOP - 3 LANDINGS,This unit was removed from service by E&E personnel to perform Preventative Maintenance.,PM,Closed,,MAINTENANCE,Maintenance,2023-12-04 15:00:00,2023-12-04 12:00:00,,Phone,EE-MANOUT,2023-12-04 08:51:00,CL,"WO8505896 : 


E&EM Johnson and E&EM Mittemier arrived at 8:20am for Bimonthly Maintenance.


Created: 12/04/2023 08:40
Johnson, Janneil (1258890)


Taking machine out of service for Bimonthly maintenance at 8:45am. Completed Bimonthly maintenance. Machine RTS @ 12pm. ",905
2023-12-04 09:45:00,EL251,950146,ELE: EL251 - 958 - 126 W53 St - PASSENGER ELEVATOR,This elevator is out of service A&P for VSB contractor to survey pit floor,APC,Closed,,PLANNEDWORK,Planned Work,2023-12-04 15:00:00,2023-12-04 12:00:00,,Phone,EE-MANOUT,2023-12-04 09:49:00,CL,"WO # 8533607
E&EM Zhang E&EM Liu79 arrived el251@08:55 provide A&P for VSB contractor to survey pit floor. OOS @ 09:45.
 E&EM Zhang reported the survey and A&P are completed. RTS @1200 hrs. ",958
2023-12-05 07:30:00,EL363,950531,ELE: EL363 - 910 - 38TH STREET YARD - FREIGHT ELEVATOR,This elevator is out of service for preventive maintenance,PM,Closed,,MAINTENANCE,Maintenance,2023-12-05 16:00:00,2023-12-05 12:00:00,,Phone,EE-MANOUT,2023-12-05 07:31:00,CL,"E&EM Grabovsky,Lyakhovetskiy and Tea Padilla arrived at elevator 363 at 7.25  for Bimonthly PM.OOS at 7.30hrs.  WO #8505899 
Bimonthly PM completed. BIS@12:00PM


Created: 12/05/2023 11:58
Roman Grabovsky (1092924) ",910
2023-12-05 08:20:00,EL165,950549,ELE: EL165 - 902 - 239TH STREET YARD - FREIGHT ELEVATOR,"This unit was removed from service by E&E personnel to perform Preventative Maintenance.
",PM,Closed,,MAINTENANCE,Maintenance,2023-12-05 15:00:00,2023-12-05 12:15:00,,Phone,EE-MANOUT,2023-12-05 08:23:00,CL,"WO8505895: E&EM Loaiza and E&EH Awadalla arrived at el165 @0810. OOS @0720 E&EM Loaiza and E&EH Awadalla completed maintenance. Test ran. RTS @1215.
Note: unable to create non conformity's for this work order. ",902
2023-12-05 08:27:00,EL164,950560,ELE: EL164 - 909 - WESTCHESTER YARD - PELHAM INSPECTION BARN-PASSENGER ELEVATOR,This elevator is out of service for preventive maintenance,PM,Closed,,MAINTENANCE,Maintenance,2023-12-05 17:00:00,2023-12-05 12:10:00,,Phone,EE-MANOUT,2023-12-05 08:31:00,CL,E&EM Encarnarcion and E&EH Humphrey and TEA's Nunez and Boamah has arrived @ 08:25 hrs for Bimonthly Maintenance. Taking machine OOS @ 08:27 hrs.  WO #8505894 E&EM Encarnarcion and E&EH Humphrey and TEA's Nunez and Boamah completed Bimonthly Maintenance.  RTS @12:10 ,909
2023-12-05 09:30:00,EL162,950617,ELE: EL162 - 905 - EAST 180 ST / INSP SHOP - FREIGHT ELEVATOR,This elevator is out of service for preventive maintenance,PM,Closed,,MAINTENANCE,Maintenance,2023-12-05 15:00:00,2023-12-05 12:17:00,,Phone,EE-MANOUT,2023-12-05 09:40:00,CL,"WO # 8505893
E&EM Hall, E&EM Connell and TEA Lopez arrived at 8:50 for bimonthly PM. OOS @ 09:30.
 E&EM Hall, E&EM Connell and TEA Lopez completed bimonthly PM. RTS @12:17 ",905
2023-12-06 07:15:00,EL364,951081,ELE: EL364 - 910 - 38TH STREET YARD - PASSENGER ELEVATOR,This elevator is out of service for preventive maintenance,PM,Closed,,MAINTENANCE,Maintenance,2023-12-06 15:00:00,2023-12-06 12:15:00,,Phone,EE-MANOUT,2023-12-06 07:18:00,CL,"
E&EM Grabovsky, Terehovs arrived at elevator 364 for Bimonthly PM at 7.10.Taking O.O.S. at 7.15.


WO#8505900    Created: 12/06/2023 07:13
Roman Grabovsky (1092924) E&EM Grabovsky, Terehovs completed Bimonthly PM  RTS @12:15 ",910
2023-12-06 08:20:00,EL152,951140,ELE: EL152 - 918 - 207TH STREET YARD - FREIGHT ELEVATOR,This elevator is out of service for preventive maintenance,PM,Closed,,MAINTENANCE,Maintenance,2023-12-06 17:00:00,2023-12-06 13:00:00,,Phone,EE-MANOUT,2023-12-06 08:22:00,CL,E&EM Farrier E&EH Carchi arrived at 0800hrs. and taking unit OOS @08:20hrs. for bimonthly PM.  WO #8505913 E&EM Farrier E&EH Carchi completed bimonthly PM. RTS @13:00 ,918
2023-12-06 09:25:00,EL164,951172,ELE: EL164 - 909 - WESTCHESTER YARD - PELHAM INSPECTION BARN-PASSENGER ELEVATOR,This elevator is out of service for door gaps need adjustment ,MRP,Closed,,PLANNEDWORK,Planned Work,2023-12-06 15:00:00,2023-12-06 12:20:00,,Phone,EE-MANOUT,2023-12-06 09:31:00,CL,,909
2023-12-06 13:50:00,EL162,951259,ELE: EL162 - 905 - EAST 180 ST / INSP SHOP - FREIGHT ELEVATOR,This elevator is out of service as reported by Shop MS1 Khan (470533),BRP,Closed,,REPAIR,Repair,2023-12-06 22:00:00,2023-12-06 19:35:00,,Phone,EE-MANOUT,2023-12-06 13:54:00,CL,,905
2023-12-07 07:04:00,EL164,951494,ELE: EL164 - 909 - WESTCHESTER YARD - PELHAM INSPECTION BARN-PASSENGER ELEVATOR,This elevator is out of service as reported by MOW#28,BRP,Closed,,REPAIR,Repair,2023-12-07 23:00:00,2023-12-07 17:20:00,,Phone,EE-MANOUT,2023-12-07 07:10:00,CL,,909
2023-12-07 07:45:00,EL367,951514,ELE: EL367 - 955 - COZINE IRONSHOP - PASSENGER ELEVATOR,This elevator is out of service for preventive maintenance,PM,Closed,,MAINTENANCE,Maintenance,2023-12-07 16:00:00,2023-12-07 12:15:00,,Phone,EE-MANOUT,2023-12-07 07:48:00,CL,"E&EM Grabovsky, Lyakhovetskiy arrived at elevator 367 for Bimonthly PM. O.O.S. At7.45.  WO #8505902
 (EAM) E&EM Grabovsky: Bimonthly PM completed. BIS at 12.15. ",955
